"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","N","n_1","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#8 Munoz et al (2022)","Gammarids-2",NA,NA,NA,NA,NA,NA,-18.04,6.28,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,13.598,0.133,0.00796398552076159,2.18,1.158,0.898,0.524,0.453,0.106,NA
"#8 Munoz et al (2022)","Gammarids-3",NA,NA,NA,NA,NA,NA,-23.13,6.06,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,13.666,0.255,0.00799071340357097,1.365,0.797,1.037,0.644,0.515,0.23,NA
"#8 Munoz et al (2022)","Gammarids-4",NA,NA,NA,NA,NA,NA,-23.37,6.25,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,10.103,0.268,0.00799599517665319,1.124,0.623,0.737,0.576,0.449,0.206,NA
"#8 Munoz et al (2022)","Gammarids-5",NA,NA,NA,NA,NA,NA,-19.52,6.32,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,10.03,0.177,0.00827626623016386,1.207,0.921,0.986,0.632,0.474,0.21,NA
"#8 Munoz et al (2022)","Molluscs-1",NA,NA,NA,NA,NA,NA,-14.32,6.47,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,8.977,0.05,0.83,0.42,0.155,0.206,0.124,0.067,0.03,NA
"#8 Munoz et al (2022)","Molluscs-2",NA,NA,NA,NA,NA,NA,-16.3,8.07,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,0.927,0.019,0.00770352971878451,0.137,0.282,0.43,0.177,0.125,0.082,NA
"#8 Munoz et al (2022)","Molluscs-3",NA,NA,NA,NA,NA,NA,-11.32,7.44,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,1.388,0.058,0.00802163664560493,0.084,0.284,0.485,0.201,0.14,0.111,NA
"#8 Munoz et al (2022)","Molluscs-4",NA,NA,NA,NA,NA,NA,-9.25,6.93,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,1.323,0.028,0.00795687010866122,0.18,0.413,0.339,0.137,0.089,0.0195214802799295,NA
"#8 Munoz et al (2022)","Molluscs-5",NA,NA,NA,NA,NA,NA,-12.78,7.9,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,8.545,0.092,0.0077375252831168,0.37,0.42,0.38,0.258,0.284,0.141,NA
"#8 Munoz et al (2022)","AMRU-1",15.8,95.2,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.07,12.3,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles Robinet",45.73941602,-73.42910357,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,50.798,1.157,0.00647895089336811,0.062,2.802,2.767,1.135,1.061,0.213,NA
"#8 Munoz et al (2022)","AMRU-2",18,135,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.67,10.59,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,55.05,1.486,0.00818446009424159,0.187,2.773,3.498,1.836,1.44,0.735,NA
"#8 Munoz et al (2022)","AMRU-3",19.7,161,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.01,13.79,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,37.785,0.316,0.03,0.269,2.641,2.736,1.074,1.304,0.453,NA
"#8 Munoz et al (2022)","AMRU-4",9.3,14,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.16,12.57,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,117.654,1.418,0.144,3.03,7.146,5.892,2.06,1.602,0.561,NA
"#8 Munoz et al (2022)","AMRU-5",9.6,17.2,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.15,12.09,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,77.64,0.875,0.108,1.706,4.5,3.771,1.786,1.532,0.477,NA
"#8 Munoz et al (2022)","AMRU-6",9.8,17.7,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.82,8.1,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,80.016,1.756,0.132,0.766,4.341,4.07,2.073,1.929,0.806,NA
"#8 Munoz et al (2022)","CACO-1",44.6,985,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.5,9.92,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Pisces","White sucker","White sucker","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,42.911,0.68,0.04,1.816,2.228,1.946,0.894,1.055,0.36,NA
"#8 Munoz et al (2022)","CACO-2",50.2,1505,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.79,11.37,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","White sucker","White sucker","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,37.992,0.429,0.00727453279636397,2.507,2.058,1.767,0.832,0.731,0.255,NA
"#8 Munoz et al (2022)","CHEVALIER-1",48,1255,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.5,10.67,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Sicklefin redhorse","Sicklefin redhorse","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,18.813,0.126,0.013,1.77,1.875,1.384,0.642,0.595,0.0188615846527588,NA
"#8 Munoz et al (2022)","CHEVALIER-2",44,880,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.35,8.92,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Sicklefin redhorse","Sicklefin redhorse","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,36.284,1.616,0.056,0.668,1.741,2.055,0.916,1.165,0.599,NA
"#8 Munoz et al (2022)","CHEVALIER-3",57.2,1900,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.3,8.61,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Sicklefin redhorse","Sicklefin redhorse","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,31,1.766,0.107,0.78,1.275,1.457,1.122,1.198,0.465,NA
"#8 Munoz et al (2022)","CHEVALIER-4",46.5,1025,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-18.74,12.58,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Sicklefin redhorse","Sicklefin redhorse","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,91.217,0.661,0.133,8.239,7.345,4.698,1.59,1.221,0.205,NA
"#8 Munoz et al (2022)","ESLU-2",37.5,310,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.54,14.25,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Northern pike","Northern pike","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,27.763,0.244,0.034,0.685,1.225,1.101,0.408,0.498,0.227,NA
"#8 Munoz et al (2022)","ESLU-3",42.6,445,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.78,13.69,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Northern pike","Northern pike","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,25.877,0.236,0.032,0.865,1.284,1.022,0.318,0.622,0.305,NA
"#8 Munoz et al (2022)","ESLU-4",46.8,555,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.34,14.05,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Northern pike","Northern pike","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,16.59,0.124,0.00765428297401556,0.54,0.77,0.61,0.291,0.468,0.0171658187700963,NA
"#8 Munoz et al (2022)","ESLU-5",55.2,900,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.44,14.06,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Northern pike","Northern pike","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,25.389,0.285,0.042,0.375,1.071,1,0.456,0.573,0.2,NA
"#8 Munoz et al (2022)","ESLU-6",75.1,2345,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.57,15.46,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Northern pike","Northern pike","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,54.087,0.916,0.122,1.021,2.928,2.633,1.176,1.238,0.295,NA
"#8 Munoz et al (2022)","ESLU-7",66,1000,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.43,14.59,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Northern pike","Northern pike","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,29.974,0.47,0.036,0.635,1.499,1.512,0.727,0.873,0.301,NA
"#8 Munoz et al (2022)","ESLU-9",51.3,835,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.04,14.41,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Northern pike","Northern pike","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,23.964,0.311,0.013,0.493,0.993,1.151,0.46,0.53,0.126,NA
"#8 Munoz et al (2022)","LEGI-1",17.9,115,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-23.44,12.32,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Pumpkinseed","Pumpkinseed","Tertiary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,67.634,0.846,0.0076111394662074,1.052,3.825,4.106,1.806,1.933,0.716,NA
"#8 Munoz et al (2022)","LEGI-2",14.9,71,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.22,12.59,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Pumpkinseed","Pumpkinseed","Tertiary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,69.45,1.791,0.00783836533058,1.899,4.332,5.323,2.033,2.36,0.798,NA
"#8 Munoz et al (2022)","LEGI-3",16.6,115,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-22.7,12.98,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Pumpkinseed","Pumpkinseed","Tertiary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,53.46,0.857,0.011,0.523,2.478,2.473,1.51,2.279,1.144,NA
"#8 Munoz et al (2022)","LEGI-4",19.4,180,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-23.3,13.67,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Pumpkinseed","Pumpkinseed","Tertiary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,61.262,1.326,0.00804668263622842,0.291,2.934,3.94,2.009,2.904,0.987,NA
"#8 Munoz et al (2022)","LEGI-5",9.85,18.5,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.32,13.66,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Pumpkinseed","Pumpkinseed","Tertiary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,96.639,0.574,0.025,2.458,6.169,4.226,1.282,0.99,0.332,NA
"#8 Munoz et al (2022)","MIDO-1",18.9,101,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-22.11,14.71,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Smallmouth bass","Smallmouth bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,81.573,0.957,0.043,0.486,3.611,3.425,1.093,1.152,0.242,NA
"#8 Munoz et al (2022)","MIDO-2",29.5,385,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.78,12.02,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Smallmouth bass","Smallmouth bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,46.526,1.418,0.00737468252816799,0.0081368099156156,2.761,4.158,2.246,2.109,0.596,NA
"#8 Munoz et al (2022)","MIDO-3",19.9,118,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-22.17,14.73,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Smallmouth bass","Smallmouth bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,71.017,0.836,0.088,0.433,2.795,2.326,0.723,0.74,0.164,NA
"#8 Munoz et al (2022)","MIDO-4",18.1,80,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.37,14.85,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Smallmouth bass","Smallmouth bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,139.791,1.682,0.184,1.189,5.356,4.51,1.414,1.043,0.316,NA
"#8 Munoz et al (2022)","MIDO-5",38.2,685,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.47,15.17,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Smallmouth bass","Smallmouth bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,72.359,1.454,0.00832342246802789,0.044,4.746,6.807,2.838,2.782,1.009,NA
"#8 Munoz et al (2022)","MIDO-6",44,1105,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.41,15.3,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Smallmouth bass","Smallmouth bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,54.142,0.799,0.00835189124568699,0.00845678303861317,3.771,4.294,1.668,1.538,0.448,NA
"#8 Munoz et al (2022)","NEME-2",10.6,15,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.07,12.29,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Round goby","Round goby","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,27.157,0.361,0.00683651880998324,1.536,2.123,1.983,0.748,0.956,0.251,NA
"#8 Munoz et al (2022)","NEME-3",11.3,22,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.29,12.41,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Round goby","Round goby","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,28.181,0.897,0.00759453726032852,0.89,3.134,3.716,2.099,2.148,0.996,NA
"#8 Munoz et al (2022)","NEME-4",9.9,15,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.12,12.29,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Round goby","Round goby","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,47.533,0.669,0.00802802060928753,2.763,5.182,4.6,1.556,1.303,0.271,NA
"#8 Munoz et al (2022)","NEME-5",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-18.93,12.29,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Round goby","Round goby","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,24.459,1.109,0.00695796144505906,0.421,2.759,4.089,1.973,1.661,0.432,NA
"#8 Munoz et al (2022)","NEME-7",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-22.08,10.17,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Round goby","Round goby","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,30.104,0.654,0.00722795933221496,1.052,3.246,3.254,1.365,1.346,0.431,NA
"#8 Munoz et al (2022)","NEME-8",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.02,12.85,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Round goby","Round goby","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,42.692,0.729,0.00707502673537553,1.094,3.975,3.431,1.623,1.339,0.434,NA
"#8 Munoz et al (2022)","NEME-9",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.15,12.33,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Round goby","Round goby","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,37.371,0.506,0.00761543734721279,1.28,4.214,3.613,1.377,1.495,0.442,NA
"#8 Munoz et al (2022)","NOAT-1",8.9,4.35,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-24.76,9.91,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Emerald shiner","Emerald shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,20.605,0.96,0.00823572600158842,0.468,1.13,1.059,0.457,0.424,0.201,NA
"#8 Munoz et al (2022)","NOAT-2",9.4,5.25,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.75,10.85,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Emerald shiner","Emerald shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,12.01,0.261,0.00797918352827915,0.269,0.621,0.452,0.101,0.091,0.037,NA
"#8 Munoz et al (2022)","NOAT-3",9.45,6.5,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-22.22,9.52,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Emerald shiner","Emerald shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,14.306,0.289,0.00800611692894896,0.3,0.72,0.559,0.248,0.183,0.134,NA
"#8 Munoz et al (2022)","NOAT-4",9.2,6,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-24.16,11.01,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Emerald shiner","Emerald shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,31.507,1.039,0.00721864746977631,1.215,2.645,2.417,0.951,0.585,0.408,NA
"#8 Munoz et al (2022)","NOAT-5",9.8,6,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-25.16,11.36,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Emerald shiner","Emerald shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,71.702,0.304,0.00790051118192631,0.829,2.647,2.33,0.799,0.00794797741767727,0.24,NA
"#8 Munoz et al (2022)","NOCR-1",11.85,15.05,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.93,11.74,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Pisces","Gold shiner","Gold shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,14.915,0.289,0.00712635585462691,0.00794934268875616,0.814,1.019,0.279,0.453,0.056,NA
"#8 Munoz et al (2022)","NOCR-2",10.75,12.75,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.18,11.33,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Pisces","Gold shiner","Gold shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,17.926,0.111,0.00740685664769596,0.328,1.367,0.938,0.328,0.228,0.037,NA
"#8 Munoz et al (2022)","NOCR-3",10.1,9.2,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.64,10.74,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles Robinet / Ile Beauregard",45.74298015,-73.42159338,45.7160065,-73.44774639,"Pisces","Gold shiner","Gold shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,15.784,0.338,0.00798806273063342,0.103,1.246,1.057,0.435,0.498,0.071,NA
"#8 Munoz et al (2022)","NOCR-4",10,8.45,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-22.62,10.5,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles Robinet / Ile Beauregard",45.74298015,-73.42159338,45.7160065,-73.44774639,"Pisces","Gold shiner","Gold shiner","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,16.412,0.361,0.00688842345558735,0.224,1.236,1.532,0.902,0.583,0.15,NA
