"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Age..Years.","d13C","d15N","Waterbody","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Tissue","n_samples","n_indiv","Collection.Date","Sampling.Year","PFBS","PFHxS","PFOS","PFDS","PFEtCHxS","FBSA","PFOSA","NMeFOSA","NEtFOSA","PFBA","PFPeA","PFHxA","PFHpA","PFOA","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFHxDA","PFODA","PFPeDA","X8.2.FTUCA","X10.2.FTUCA","X6.6.PFPIA","X6.8.PFPIA","X6.2.diPAP","X8.2.diPAP","PFHpS","Gen.X","PFPrS","PFPeS","PFNS","Cl.PFOS","X4.2.FTSA","X6.2.FTSA","X8.2.FTSA","X6.2.FTCA","X8.2.FTCA","X10.2.FTCA","X6.2.FTOH","X8.2.FTOH","X10.2.FTOH","NMeFOSE","NEtFOSE","X8.2.Cl.PFESA","ADONA","X6.2.Cl.PFESA","NEtFOSAA","NMeFOSAA","PFDoS","X8.8.PFPIA","X6.10.PFPIA","X8.10.PFPIA","X6.12.PFPIA","X3.3.FTCA","X5.3.FTCA","X7.3.FTCA","FHUEA","FOUEA","FDUEA","FHxSA","NMeFBSA","FOSAA","X10.2.FTSA","PFHxPA","PFOPA","PFHxSAm","PFOSAm","PFHxSAmS","PFOSAmS","PFOANO","PFOSNO","PFOAB","PFOSB","X5.3.FTB","X5.1.2.FTB","X6.2.FTAB"
"#7 Point et al (2021)"," 021119_BMP_LSLakeTrout20081311002   Sample ID",67.56,2541.4,0.2,NA,6.6,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.101","10.042","0.260",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.827","1.609","5.256","1.266","4.803","0.545","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LSLakeTrout20081311003   Sample ID",68.6,2661.2,0.2,NA,7,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.139","11.949","0.245",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.904","1.987","5.21","1.202","4.474","0.458","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LSLakeTrout20081311004   Sample ID",67.68,2694.2,0.2,NA,7,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.172","18.032","0.374",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.94","2.73","8.291","1.973","7.417","0.741","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LSLakeTrout20081311005   Sample ID",68.4,2720,0,NA,6.8,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.117","10.156","0.242",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.75","1.358","3.999","1.15","5.182","0.650","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 022417_LSLT_2009_001_R1   Sample ID",60.8584,1685,NA,NA,8.4,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2009,"<0.193","<0.071","3.895","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.053","0.672","1.394","0.369","1.488","0.187","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LSLakeTrout20091028002   Sample ID",61.3664,1780,0.8,NA,9,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2009,"<0.193","0.075","3.174","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.691","0.475","1.125","0.292","1.1","0.217","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 022417_LSLT_2009_003_R1   Sample ID",60.8076,1840,NA,NA,8.8,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2009,"<0.193","<0.071","5.909","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.682","0.974","2.278","0.548","1.931","0.208","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 033117_LSLT_2009_004_dup_avg",61.214,1890,0,NA,9.6,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",2,5,NA,2009,"<0.193","0.087","5.595","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.472","1.113","2.606","0.697","2.774","0.369","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LSLakeTrout20091028005   Sample ID",65.4812,2095,0.6,NA,10.6,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2009,"<0.193","0.076","2.558","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.805","0.542","1.143","0.296","1.177","0.195","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20101311001_R1   Sample ID",70.9676,3116.2,0.6,NA,6,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2010,"<0.193","0.101","8.795","0.200",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.835","1.325","4.166","1.055","3.493","0.426","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20101311002   Sample ID",70.1548,2989.8,0.2,NA,5.6,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2010,"<0.193","0.078","3.886","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.776","0.543","1.396","0.427","2.071","0.264","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20101311003   Sample ID",72.7456,2742,0.4,NA,5.6,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2010,"<0.193","<0.071","4.642","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.819","0.533","1.336","0.402","1.892","0.224","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20101311004   Sample ID",74.3204,3716.4,0.2,NA,7,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2010,"<0.193","0.081","6.126","0.170",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.047","0.803","2.126","0.633","3.165","0.389","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20101311005   Sample ID",71.374,3126,0.4,NA,6.4,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2010,"<0.193","0.101","6.91","0.163",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.463","1.058","3.081","0.763","2.895","0.311","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20111026001_R1   Sample ID",55.8292,1470,0.6,NA,8.2,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2011,"<0.193","0.092","6.312","0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.906","1.224","2.978","0.805","3.156","0.294","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20111026003   Sample ID",55.88,1490,0.6,NA,8.8,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2011,"<0.193","0.083","6.773","0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.412","1.509","3.459","0.941","3.466","0.334","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20111026004   Sample ID",57.658,1570,0.6,NA,9,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2011,"<0.193","<0.071","2.993","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.903","0.532","1.257","0.409","1.967","0.201","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20111026005   Sample ID",56.4388,1610,0.6,NA,9.4,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2011,"<0.193","0.091","6.084","0.145",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.942","1.333","3.282","0.914","4.112","0.312","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20111026006   Sample ID",57.4548,1700,0.8,NA,8.6,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2011,"<0.193","0.091","5.484","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.518","0.996","2.232","0.772","3.26","0.324","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20121311001_R1   Sample ID",66.22,2361.6,0.2,NA,11,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2012,"<0.193","0.112","8.337","0.189",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.758","1.237","3.492","1.034","4.282","0.565","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20121311004   Sample ID",66.5,2639.4,0,NA,12.4,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2012,"<0.193","0.079","5.067","0.150",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.036","0.743","1.739","0.53","2.474","0.466","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20121311005   Sample ID",66.48,2450.6,0.6,NA,11.8,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2012,"<0.193","0.094","5.666","0.162",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.184","0.903","2.011","0.571","2.386","0.452","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20121311006   Sample ID",64.4,2348.6,0.2,NA,11,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2012,"<0.193","0.161","14.089","0.266",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.807","2.113","6.105","1.621","7.186","0.823","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20121311007   Sample ID",68.74,2954.6,0.6,NA,12.6,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2012,"<0.193","0.132","11.54","0.217",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.798","2.108","6.285","1.658","6.293","0.775","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20131028AC002   Sample ID",62.6872,2000,0.8,NA,7.8,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2013,"<0.193","0.094","3.812","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.47","0.982","2.035","0.558","1.666","0.346","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20131028AC004   Sample ID",60.5536,1880,0,NA,7.8,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2013,"<0.193","0.092","3.793","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.109","0.704","1.682","0.535","1.889","0.359","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20131028AC005   Sample ID",62.6364,1950,0.2,NA,8.6,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2013,"<0.193","0.107","5.641","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.018","1.151","2.448","0.614","2.095","0.376","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20131028AC006   Sample ID",64.3128,1860,0,NA,8.2,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2013,"<0.193","0.114","4.04","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.01","0.774","1.817","0.497","1.874","0.367","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021419_BMP_LSLakeTrout20131028AC007_dup_avg",65.3288,2170,0.6,NA,8.2,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",2,5,NA,2013,"<0.193","0.092","4.284","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.595","1.042","1.942","0.525","1.879","0.379","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 092518_BMP_LSLT_2014_001_R1   Sample ID",61.68,1964.8,0.2,NA,9.2,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2014,"232.778","0.130","7.44","0.152",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","0.321","2.647","1.315","2.505","0.668","1.995","0.288","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 092518_BMP_LSLT_2014_002   Sample ID",64.04,2114.8,0.4,NA,9.8,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2014,"68.685","0.124","7.711","0.155",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","0.372","2.219","1.179","2.622","0.729","2.25","0.357","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 092518_BMP_LSLT_2014_003   Sample ID",65.14,2174,0.2,NA,9.8,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2014,"65.146","0.115","6.989","0.147",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","0.327","2.423","1.277","2.39","0.655","2.275","0.311","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 092518_BMP_LSLT_2014_004   Sample ID",61.58,1856.4,0,NA,10.4,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2014,"335.821","0.125","10.871","0.172",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","3.53","1.781","3.608","0.906","2.843","0.406","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
