"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","n_samples","n_indiv","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#7 Point et al (2021)"," 110118_BMP_LMLakeTrout20150905AC004_dup_avg",64.22,2386,0,"Adult (Sexually Mature)","Adult (Reproductive)",6.4,NA,NA,"Lake Michigan",176.59,"Lake",NA,"Sturgeon Bay",44.75,-87.08333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,5,NA,NA,2015,32.561,0.8,NA,1.216,1.386,2.096,0.681,1.556,0.359,NA
"#7 Point et al (2021)"," 110118_BMP_LMLakeTrout20150905AC005   Sample ID",67.62,2938,0.2,"Adult (Sexually Mature)","Adult (Reproductive)",8.4,NA,NA,"Lake Michigan",176.59,"Lake",NA,"Sturgeon Bay",44.75,-87.08333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2015,25.89,0.496,NA,0.787,0.821,1.454,0.411,0.838,0.188,NA
"#7 Point et al (2021)"," 032819_BMP_LMLakeTrout20162211AC001_dup_avg",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.7,"Lake",NA,"Saugatuck",42.58333333,-86.41666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,5,NA,NA,2016,26.578,0.728,NA,0.696,0.615,0.861,0.33,0.793,0.229,NA
"#7 Point et al (2021)"," 032819_BMP_LMLakeTrout20162211AC002   Sample ID",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.7,"Lake",NA,"Saugatuck",42.58333333,-86.41666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2016,33.216,0.84,NA,1.168,1.04,1.28,0.448,1.152,0.272,NA
"#7 Point et al (2021)"," 032819_BMP_LMLakeTrout20162211AC003   Sample ID",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.7,"Lake",NA,"Saugatuck",42.58333333,-86.41666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2016,32.382,0.859,NA,0.842,0.923,1.385,0.478,0.956,0.292,NA
"#7 Point et al (2021)"," 032819_BMP_LMLakeTrout20162211AC004   Sample ID",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.7,"Lake",NA,"Saugatuck",42.58333333,-86.41666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2016,30.801,0.833,NA,0.635,0.742,0.998,0.396,0.932,0.214,NA
"#7 Point et al (2021)"," 032819_BMP_LMLakeTrout20162211AC005   Sample ID",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",176.7,"Lake",NA,"Saugatuck",42.58333333,-86.41666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2016,23.436,0.669,NA,0.61,0.712,0.534,0.254,0.542,0.144,NA
"#7 Point et al (2021)"," 030817_LEW_2005_001_R1   Sample ID",39.98,534,0,NA,NA,4,NA,NA,"Lake Erie",174.17,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2005,153.027,5.45,NA,1.554,6.975,8.134,2.358,5.721,1.09,NA
"#7 Point et al (2021)"," 030817_LEW_2005_002_R1   Sample ID",43.06,698,NA,NA,NA,3,NA,NA,"Lake Erie",174.17,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2005,150.104,5.299,NA,1.303,6.399,7.527,2.151,5.503,0.875,NA
"#7 Point et al (2021)"," 030817_LEW_2005_003_R1   Sample ID",40.5,544,NA,NA,NA,2.2,NA,NA,"Lake Erie",174.17,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2005,180.294,6.203,NA,1.869,7.456,7.823,2.137,4.856,0.719,NA
"#7 Point et al (2021)"," 032817_LEW_2005_004_R1   Sample ID",43.46,788,0.2,NA,NA,3.2,NA,NA,"Lake Erie",174.17,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2005,179.784,7.315,NA,2.239,8.465,9.395,2.593,5.828,1.033,NA
"#7 Point et al (2021)"," 033117_LEW_2005_005_R1   Sample ID",42.64,710,0.6,NA,NA,3,NA,NA,"Lake Erie",174.17,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2005,171.464,8.389,NA,1.735,7.623,9.384,2.472,5.662,1.151,NA
"#7 Point et al (2021)"," 032217_LEW_2006_001_R1   Sample ID",43.52,780.6,0,NA,NA,3.8,NA,NA,"Lake Erie",174.14,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2006,138.443,5.153,NA,1.731,6.763,5.94,1.971,3.539,0.665,NA
"#7 Point et al (2021)"," 032217_LEW_2006_002_R1   Sample ID",43.2,793.4,0.2,NA,NA,4,NA,NA,"Lake Erie",174.14,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2006,89.617,3.654,NA,0.863,4.604,4.175,1.511,2.598,0.532,NA
"#7 Point et al (2021)"," 032217_LEW_2006_006_R1   Sample ID",45.06,850.2,0.2,NA,NA,4.8,NA,NA,"Lake Erie",174.14,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2006,198.862,6.539,NA,1.387,7.664,6.81,1.945,3.703,0.724,NA
"#7 Point et al (2021)"," 033117_LEW_2006_007_R1   Sample ID",46.16,932.2,0.2,NA,NA,4.6,NA,NA,"Lake Erie",174.14,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2006,97.327,5.859,NA,0.868,6.142,5.379,2.166,3.067,0.839,NA
"#7 Point et al (2021)"," 020719_BMP_LEWalleye20060904009   Sample ID",42.68,688.6,0.2,NA,NA,3.8,NA,NA,"Lake Erie",174.14,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2006,70.216,4.042,NA,0.791,4.635,5.05,2.431,3.373,0.989,NA
"#7 Point et al (2021)"," 020719_BMP_LEWalleye20070424003_R1   Sample ID",48.04,1043,0.2,NA,NA,8.4,NA,NA,"Lake Erie",174.14,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2007,122.139,3.451,NA,2.735,6.66,6.247,1.78,4.001,0.859,NA
"#7 Point et al (2021)"," 020719_BMP_LEWalleye20070424004   Sample ID",50.92,1345,0.6,NA,NA,9.4,NA,NA,"Lake Erie",174.14,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2007,117.582,3.539,NA,2.165,5.723,5.777,1.447,3.266,0.746,NA
"#7 Point et al (2021)"," 020719_BMP_LEWalleye20070424006   Sample ID",46.42,959,0.4,NA,NA,7.8,NA,NA,"Lake Erie",174.14,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2007,115.565,3.376,NA,2.483,6.095,5.663,1.629,4.093,0.874,NA
"#7 Point et al (2021)"," 020719_BMP_LEWalleye20070424009   Sample ID",50.32,1222.8,0,NA,NA,9.2,NA,NA,"Lake Erie",174.14,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2007,111.263,3.345,NA,2.684,6.331,6.01,1.682,3.919,0.866,NA
"#7 Point et al (2021)"," 020719_BMP_LEWalleye200704240010   Sample ID",46.96,865.4,0.4,NA,NA,8.2,NA,NA,"Lake Erie",174.14,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2007,104.276,3.8,NA,1.314,6.333,7.076,2.21,4.638,1.114,NA
"#7 Point et al (2021)"," 021119_BMP_LEWalleye20080904001_R1   Sample ID",48.82,1184.8,0.8,NA,NA,8.6,NA,NA,"Lake Erie",174.16,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2008,76.585,3.478,NA,1.077,4.87,4.759,2.424,3.784,1.023,NA
"#7 Point et al (2021)"," 021119_BMP_LEWalleye20080904002   Sample ID",47.22,1025,0.6,NA,NA,8.2,NA,NA,"Lake Erie",174.16,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2008,43.468,2.501,NA,0.425,2.848,3.187,1.737,2.926,0.747,NA
"#7 Point et al (2021)"," 021119_BMP_LEWalleye20080904003   Sample ID",49.12,1229.8,1,NA,NA,9,NA,NA,"Lake Erie",174.16,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2008,54.499,2.152,NA,0.839,3.208,2.961,1.392,2.705,0.77,NA
"#7 Point et al (2021)"," 021119_BMP_LEWalleye20080904004   Sample ID",46.78,1005,0,NA,NA,8.2,NA,NA,"Lake Erie",174.16,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2008,47.297,2.03,NA,0.842,3.109,3.05,1.752,2.455,0.851,NA
"#7 Point et al (2021)"," 021119_BMP_LEWalleye20080904005   Sample ID",48.48,1129.4,0.2,NA,NA,8.6,NA,NA,"Lake Erie",174.16,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2008,50.11,2.504,NA,0.528,3.252,3.079,1.832,2.609,0.873,NA
"#7 Point et al (2021)"," 030817_LEW_2009_001_R1   Sample ID",52,1284,NA,NA,NA,9.6,NA,NA,"Lake Erie",174.25,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2009,106.784,3.1,NA,2.142,7.929,7.05,2.138,4.286,0.894,NA
"#7 Point et al (2021)"," 030817_LEW_2009_002_R1   Sample ID",51.32,1210,NA,NA,NA,9.6,NA,NA,"Lake Erie",174.25,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2009,95.73,2.918,NA,2.006,7.378,6.755,1.941,4.433,0.906,NA
"#7 Point et al (2021)"," 030817_LEW_2009_003_Dup_avg",44.94,762,NA,NA,NA,7.6,NA,NA,"Lake Erie",174.25,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,5,NA,NA,2009,83.829,2.577,NA,1.626,6.103,5.638,1.643,3.836,0.77,NA
"#7 Point et al (2021)"," 032817_LEW_2009_004_R1   Sample ID",50.18,1189,NA,NA,NA,9.2,NA,NA,"Lake Erie",174.25,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2009,103.105,4.036,NA,2.303,7.301,6.272,1.707,3.796,0.842,NA
"#7 Point et al (2021)"," 033117_LEW_2009_005_R1   Sample ID",52.02,1363,NA,NA,NA,9.4,NA,NA,"Lake Erie",174.25,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2009,108.46,3.987,NA,1.948,7.266,6.778,1.873,3.815,0.9,NA
"#7 Point et al (2021)"," 032217_LEW_2010_001_R1   Sample ID",46.68,1007,0.4,NA,NA,7.2,NA,NA,"Lake Erie",174.06,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2010,47.216,1.999,NA,0.429,3.238,3.094,1.516,1.826,0.576,NA
"#7 Point et al (2021)"," 032217_LEW_2010_002_R1   Sample ID",44.4,858.2,0.2,NA,NA,6.4,NA,NA,"Lake Erie",174.06,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2010,41.552,1.493,NA,0.36,3.056,2.81,1.477,1.589,0.532,NA
"#7 Point et al (2021)"," 032217_LEW_2010_004_Dup_avg",46.06,995.6,0,NA,NA,6.6,NA,NA,"Lake Erie",174.06,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,5,NA,NA,2010,62.391,2.245,NA,0.999,4.099,3.529,1.614,1.936,0.557,NA
"#7 Point et al (2021)"," 033117_LEW_2010_007_R1   Sample ID",47.2,993.4,0.4,NA,NA,6.8,NA,NA,"Lake Erie",174.06,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2010,44.368,2.278,NA,0.513,3.577,3.287,1.688,1.96,0.734,NA
"#7 Point et al (2021)"," 021219_BMP_LEWalleye2010904008   Sample ID",46.1,952.8,0.6,NA,NA,6.6,NA,NA,"Lake Erie",174.06,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2010,30.969,1.988,NA,0.335,2.331,2.487,1.622,2.191,0.632,NA
"#7 Point et al (2021)"," 021419_BMP_LELakeTrout20110424001_R1   Sample ID",62.56,2706,0.4,NA,NA,7,NA,NA,"Lake Erie",174.24,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2011,59.193,1.91,NA,1.298,2.949,2.962,0.899,2.455,0.529,NA
"#7 Point et al (2021)"," 021419_BMP_LELakeTrout20110424003   Sample ID",65.4,3432,0.4,NA,NA,7.6,NA,NA,"Lake Erie",174.24,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2011,84.213,2.405,NA,2.152,4.725,4.164,1.142,3.312,0.608,NA
"#7 Point et al (2021)"," 021419_BMP_LELakeTrout20110424006   Sample ID",65.28,3328,0.4,NA,NA,6.2,NA,NA,"Lake Erie",174.24,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2011,102.314,3.05,NA,2.62,6.08,5.591,1.632,4.496,0.802,NA
"#7 Point et al (2021)"," 021419_BMP_LELakeTrout20110424007   Sample ID",64.08,3214,0.4,NA,NA,6.8,NA,NA,"Lake Erie",174.24,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2011,75.14,2.459,NA,1.9,4.486,4.212,1.185,2.38,0.598,NA
"#7 Point et al (2021)"," 021419_BMP_LELakeTrout20110424009   Sample ID",64.84,3219,0.4,NA,NA,7.2,NA,NA,"Lake Erie",174.24,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2011,153.347,4.28,NA,3.614,8.814,8.187,2.36,6.493,1.028,NA
"#7 Point et al (2021)"," 021419_BMP_LEWalleye20120904001_R1   Sample ID",46.52,971.2,0.4,NA,NA,3.6,NA,NA,"Lake Erie",174.13,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2012,43.935,1.427,NA,0.723,2.668,2.332,1.136,1.788,0.669,NA
"#7 Point et al (2021)"," 021419_BMP_LEWalleye20120904002   Sample ID",44.8,878.8,0.2,NA,NA,2.8,NA,NA,"Lake Erie",174.13,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2012,45.225,1.448,NA,0.702,3.154,2.87,1.306,2.15,0.666,NA
"#7 Point et al (2021)"," 021419_BMP_LEWalleye20120904003   Sample ID",46.9,1002.6,0.6,NA,NA,3.4,NA,NA,"Lake Erie",174.13,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2012,60.915,1.761,NA,1.238,4.025,3.341,1.449,2.375,0.765,NA
"#7 Point et al (2021)"," 021419_BMP_LEWalleye20120904004   Sample ID",46,931.4,0.6,NA,NA,3.2,NA,NA,"Lake Erie",174.13,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2012,46.114,1.751,NA,0.492,3.351,3.275,1.666,2.527,0.814,NA
"#7 Point et al (2021)"," 021419_BMP_LEWalleye20120904005   Sample ID",45.02,903,0.2,NA,NA,3,NA,NA,"Lake Erie",174.13,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2012,36.758,1.692,NA,0.409,2.912,3.039,1.629,2.266,0.819,NA
"#7 Point et al (2021)"," 021819_BMP_LELakeTrout20130424AC001   Sample ID",62.04,3059,0.6,NA,NA,3.6,NA,NA,"Lake Erie",174.06,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2013,161.426,3.098,NA,3.951,8.904,5.927,1.716,4.628,0.603,NA
"#7 Point et al (2021)"," 021819_BMP_LELakeTrout20130424AC002   Sample ID",64.96,3486,0,NA,NA,4,NA,NA,"Lake Erie",174.06,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2013,185.058,3.493,NA,4.726,9.186,6.453,1.796,4.519,0.553,NA
"#7 Point et al (2021)"," 021819_BMP_LELakeTrout20130424AC004   Sample ID",63.72,3001,1,NA,NA,4,NA,NA,"Lake Erie",174.06,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2013,212.93,4.182,NA,5.195,11.123,7.763,2.217,6.77,0.812,NA
"#7 Point et al (2021)"," 021819_BMP_LELakeTrout20130424AC005   Sample ID",62.3,3042,0.2,NA,NA,3.8,NA,NA,"Lake Erie",174.06,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2013,155.411,3.002,NA,3.331,8.027,5.759,1.6,3.858,0.555,NA
"#7 Point et al (2021)"," 021819_BMP_LELakeTrout20130424AC006_duplicate   Sample ID",66.9,3688,0.6,NA,NA,4.2,NA,NA,"Lake Erie",174.06,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,5,NA,NA,2013,147.1,3.18,NA,3.214,6.886,5.105,1.528,4.119,0.521,NA
"#7 Point et al (2021)"," 031517_LEW_2014_001_redo_R1   Sample ID",45.06,826.4,0.4,NA,NA,2,NA,NA,"Lake Erie",174.21,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2014,47.768,1.114,NA,0.529,3.221,2.489,1.888,2.055,0.845,NA
"#7 Point et al (2021)"," 030817_LEW_2014_002_R1   Sample ID",44.46,856.8,0.4,NA,NA,2,NA,NA,"Lake Erie",174.21,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2014,48.267,1.234,NA,0.574,3.371,2.737,1.897,2.221,0.856,NA
"#7 Point et al (2021)"," 030817_LEW_2014_003_R1   Sample ID",44,809,0,NA,NA,2.2,NA,NA,"Lake Erie",174.21,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2014,45.832,1.17,NA,0.483,3.064,2.511,1.705,2.095,0.757,NA
"#7 Point et al (2021)"," 031517_LEW_2014_004_R1   Sample ID",46.7,963.2,0.2,NA,NA,3,NA,NA,"Lake Erie",174.21,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2014,48.374,1.251,NA,0.503,3.261,2.64,1.891,1.994,0.785,NA
"#7 Point et al (2021)"," 092718_BMP_LEWalleye2014904AC005   Sample ID",46.4,931.8,0.8,NA,NA,3,NA,NA,"Lake Erie",174.21,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2014,52.861,1.904,NA,0.813,3.438,3.29,2.588,3.087,1.22,NA
"#7 Point et al (2021)"," 110118_BMP_LELakeTrout20150423AC001_R1   Sample ID",65.34,3581.6,1,"Adult (Sexually Mature)","Adult (Reproductive)",8,NA,NA,"Lake Erie",174.32,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2015,110.631,1.672,NA,2.053,4.322,2.832,0.938,1.534,0.475,NA
"#7 Point et al (2021)"," 110118_BMP_LELakeTrout20150423AC002   Sample ID",67.38,3918.4,0.2,"Adult (Sexually Mature)","Adult (Reproductive)",8.6,NA,NA,"Lake Erie",174.32,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2015,114.937,1.807,NA,2.498,4.748,3.207,0.868,1.595,0.478,NA
"#7 Point et al (2021)"," 110118_BMP_LELakeTrout20150423AC003   Sample ID",65.5,3544.8,0,"Adult (Sexually Mature)","Adult (Reproductive)",9,NA,NA,"Lake Erie",174.32,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2015,135.548,2.123,NA,2.615,5.756,4.001,1.211,2.404,0.632,NA
"#7 Point et al (2021)"," 110118_BMP_LELakeTrout20150423AC004   Sample ID",64.92,3638.8,0.4,"Adult (Sexually Mature)","Adult (Reproductive)",9.4,NA,NA,"Lake Erie",174.32,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2015,110.539,1.594,NA,2.114,4.366,2.807,0.884,1.785,0.468,NA
"#7 Point et al (2021)"," 110118_BMP_LELakeTrout20150423AC005   Sample ID",68.46,3904.8,1,"Adult (Sexually Mature)","Adult (Reproductive)",8.8,NA,NA,"Lake Erie",174.32,"Lake",NA,"Dunkirk",42.41666667,-79.58333333,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2015,80.335,1.299,NA,1.703,3.424,2.265,0.755,1.247,0.439,NA
